from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
2241	2260	JAX00245800	JAX00002212	20	32401169	32687559	chr1	7.31761960318871
2261	2280	JAX00245853	JAX00245900	20	32690758	32888822	chr1	7.31046649835007
2281	2300	JAX00002227	JAX00245967	20	32894034	33114127	chr1	7.34272503928134
2301	2320	JAX00245968	JAX00191270	20	33114651	33438664	chr1	7.31083372819484
2321	2340	UNC402209	JAX00246101	20	33449127	33634142	chr1	7.33649427986784
2341	2360	UNC405147	JAX00246130	20	33635103	33796877	chr1	7.39274486433335
2361	2380	JAX00246131	JAX00246154	20	33796991	33928037	chr1	7.52168615627067
2381	2400	JAX00246156	UNC411848	20	33928244	34023753	chr1	7.52379613274357
2401	2420	JAX00246197	JAX00246235	20	34024549	34171396	chr1	7.50891292076603
2421	2440	UNC010442447	JAX00246283	20	34175860	34280536	chr1	7.4718272509291
2441	2460	UNC416870	backupUNC010066723	20	34282653	34470337	chr1	7.48117979344545
2461	2480	UNC420525	JAX00246371	20	34485225	34628608	chr1	7.50094913400609
2481	2500	JAX00246377	JAX00246447	20	34631803	34837777	chr1	7.4967308266126
2501	2520	JAX00246451	JAX00002382	20	34843964	34955879	chr1	7.52216935342422
2521	2540	JAX00191306	JAX00246533	20	34994936	35082450	chr1	7.50083724378033
2541	2560	JAX00002392	JAX00246597	20	35088571	35307891	chr1	7.40661208674886
2561	2580	JAX00002409	UNC438077	20	35336368	35522229	chr1	7.31760931366321
2581	2600	JAX00246653	JAX00191323	20	35530512	35671399	chr1	7.09701447320526
2601	2620	JAX00246694	JAX00246726	20	35671927	35785031	chr1	7.096359201952
2621	2640	JAX00246728	JAX00246786	20	35801059	35951468	chr1	7.09459662019712
2641	2660	UNC444874	JAX00246818	20	35958094	36024942	chr1	7.09362324389879
2661	2680	JAX00246826	JAX00246874	20	36056784	36150503	chr1	7.09230445204261
2681	2700	JAX00246883	JAX00246944	20	36174383	36283703	chr1	7.09091354364853
2701	2720	JAX00246949	JAX00002492	20	36286529	36413149	chr1	7.08955630112707
2721	2740	JAX00246997	UNC455417	20	36417246	36647586	chr1	7.08685281393231
2741	2760	JAX00002508	JAX00247109	20	36652368	36810625	chr1	7.07843328111899
2761	2780	JAX00247110	JAX00247157	20	36811477	36956303	chr1	7.05197644790217
2781	2800	JAX00247158	UNC010549141	20	36958242	37112093	chr1	7.05870519405074
2801	2820	JAX00247223	backupUNC011221975	20	37121793	37250990	chr1	7.03914119225996
2821	2840	JAX00247266	JAX00247306	20	37269751	37425825	chr1	7.41742926157311
2841	2860	JAX00002568	JAX00247377	20	37446591	37622959	chr1	7.40471488417057
2861	2880	JAX00247379	JAX00002600	20	37631859	37861899	chr1	7.50177263104083
2881	2900	UNC471090	UNC472864	20	37876846	38063892	chr1	7.67240551037258
2901	2920	JAX00247464	UNC474803	20	38094347	38274756	chr1	7.72895923636778
2921	2940	JAX00247489	JAX00247542	20	38291662	38444318	chr1	7.68097343577652
2941	2960	UNC477390	JAX00247590	20	38448656	38574096	chr1	7.66592821906657
2961	2980	JAX00002653	JAX00247624	20	38574132	38727305	chr1	7.47027629870147
2981	3000	JAX00247627	JAX00247693	20	38728044	38897303	chr1	7.43699554555495
3001	3020	JAX00247694	JAX00247743	20	38897379	39014248	chr1	7.5225533967903
3021	3040	JAX00247747	JAX00247809	20	39025971	39158797	chr1	7.23116014366789
3041	3060	JAX00247810	JAX00002705	20	39158968	39253760	chr1	7.14926431650348
3061	3080	JAX00247841	JAX00247885	20	39256990	39358523	chr1	7.03648675803985
3081	3100	JAX00247887	JAX00247934	20	39361798	39562995	chr1	6.66622749969978
3101	3120	JAX00247950	JAX00002743	20	39609857	39771752	chr1	6.79674751460143
3121	3140	JAX00247989	JAX00248043	20	39785840	39968612	chr1	6.56413658704305
3141	3160	JAX00248046	JAX00248086	20	39970561	40041888	chr1	6.74614501668398
3161	3180	JAX00248087	JAX00248130	20	40047425	40147127	chr1	7.19952996711293
3181	3200	JAX00248135	UNC505877	20	40151868	40243208	chr1	6.78907192666855
3201	3220	UNC506099	UNC507882	20	40260652	40381054	chr1	6.65379879608788
3221	3240	JAX00248203	UNC509809	20	40383296	40515533	chr1	6.60860973477147
3241	3260	JAX00248254	JAX00191431	20	40520266	40598345	chr1	6.59609941279728
3261	3280	UNC511312	JAX00248308	20	40606794	40760210	chr1	6.91895188935143
3281	3300	JAX00248311	JAX00248338	20	40770555	40898765	chr1	6.80574771661229
3301	3320	UNC516206	JAX00248375	20	40913405	41051883	chr1	6.38649340582416
3321	3340	JAX00248376	UNC521141	20	41063214	41212779	chr1	6.36632663495399
3341	3360	JAX00248403	JAX00002859	20	41228061	41346976	chr1	6.35086730091909
3361	3380	JAX00248421	JAX00248455	20	41347207	41547584	chr1	6.33982632195235
3381	3400	UNC525955	UNC528903	20	41548410	41759137	chr1	6.41110416160268
3401	3420	JAX00248499	UNC531436	20	41762931	41937573	chr1	6.56926980225253
3421	3440	JAX00002906	JAX00248573	20	41939362	42089211	chr1	6.57631681590476
3441	3460	JAX00002917	JAX00248608	20	42101007	42208884	chr1	6.58598261420874
3461	3480	UNC534913	JAX00248648	20	42213016	42344217	chr1	6.49658165002361
3481	3500	JAX00248649	JAX00248682	20	42345485	42454337	chr1	6.43958416025259
3501	3520	JAX00248683	JAX00248708	20	42455034	42524408	chr1	6.41987874009454
3521	3540	JAX00248709	UNC540376	20	42524866	42589977	chr1	6.36002402622715
3541	3560	JAX00248739	JAX00248774	20	42595382	42725134	chr1	6.27220338576094
3561	3580	UNC542228	JAX00002976	20	42734067	42885851	chr1	6.10414625745567
3581	3600	UNC544289	JAX00248845	20	42888308	43104453	chr1	5.81383892586535
3601	3620	JAX00248847	JAX00248890	20	43104849	43231237	chr1	5.92584368354736
3621	3640	JAX00248892	JAX00248931	20	43235709	43356461	chr1	5.9795556668995
3641	3660	UNC551425	JAX00003026	20	43356856	43532287	chr1	5.74879194122301
3661	3680	JAX00248974	JAX00248999	20	43533090	43637287	chr1	5.69680791906559
3681	3700	JAX00191503	JAX00249030	20	43637537	43803125	chr1	5.65952776317065
3701	3720	JAX00249032	JAX00249075	20	43805664	43944320	chr1	5.65266588047871
3721	3740	JAX00249078	JAX00249129	20	43972191	44198371	chr1	6.05199632990794
3741	3760	JAX00249132	JAX00249198	20	44199078	44494273	chr1	5.941419514718
3761	3780	JAX00003096	JAX00249258	20	44494304	44773444	chr1	5.75848352389211
3781	3800	JAX00003119	JAX00249311	20	44790378	45131665	chr1	5.27559647485826
3801	3820	JAX00003146	JAX00249353	20	45132465	45443542	chr1	4.82781959768879
3821	3840	JAX00003170	JAX00249395	20	45452838	45634814	chr1	4.77733546391104
3841	3860	JAX00249407	JAX00249451	20	45654482	45823058	chr1	4.55714292938322
3861	3880	UNC587430	JAX00249514	20	45826741	46047106	chr1	4.53660765541159
3881	3900	JAX00249515	JAX00249568	20	46047648	46293847	chr1	4.51910339521654
3901	3920	JAX00249577	JAX00249654	20	46400951	46793985	chr1	4.52566317650274
3921	3940	JAX00003270	JAX00249700	20	46794109	46932264	chr1	4.61774578010738
3941	3960	JAX00249706	JAX00249750	20	46941482	47159494	chr1	4.57664526261576
3961	3980	UNC600255	UNC604430	20	47159621	47538062	chr1	5.1130034930387
3981	4000	JAX00003327	JAX00249864	20	47570342	47790418	chr1	5.59782463583635
4001	4020	UNC010715287	JAX00003375	20	47791233	48199497	chr1	5.33432074750371
4021	4040	UNC612760	JAX00003403	20	48215087	48572882	chr1	5.2967191646821
4041	4060	JAX00003405	JAX00250030	20	48599813	49079852	chr1	5.66667165461926
4061	4080	JAX00003441	JAX00003475	20	49091078	49537498	chr1	5.68248875330042
4081	4100	JAX00250074	JAX00250111	20	49539906	49892767	chr1	5.73091921314876
4101	4120	JAX00250113	JAX00003529	20	49926993	50292237	chr1	5.63766017743192
4121	4140	JAX00250174	UNC643528	20	50295786	50586920	chr1	5.63587037632618
4141	4160	JAX00003553	JAX00003577	20	50594847	50939202	chr1	5.89844168859064
4161	4180	JAX00003578	JAX00250311	20	50939267	51151906	chr1	6.56158858454301
4181	4200	JAX00250312	UNC653383	20	51154298	51299180	chr1	6.69765078136431
4201	4220	JAX00250369	JAX00250405	20	51315462	51464485	chr1	6.65757423125656
4221	4240	JAX00250406	JAX00250435	20	51464578	51590600	chr1	6.66362522350782
4241	4260	JAX00250437	UNC658850	20	51595982	51714316	chr1	6.03655615770539
4261	4280	JAX00003639	JAX00003646	20	51726997	51849214	chr1	5.47676670907463
4281	4300	JAX00250534	JAX00003654	20	51852461	51947557	chr1	5.25536655582658
4301	4320	JAX00250573	JAX00250618	20	51952563	52068374	chr1	5.0247813842114
4321	4340	JAX00250624	UNC667141	20	52076008	52184251	chr1	5.00763270699309
4341	4360	JAX00250656	JAX00250699	20	52189564	52327247	chr1	4.98207011445611
4361	4380	JAX00250701	JAX00250742	20	52328602	52481775	chr1	4.96220121888969
4381	4400	JAX00250743	UNC672230	20	52484176	52585228	chr1	4.93559224734526
4401	4420	JAX00250780	JAX00191698	20	52593892	52716799	chr1	4.48941315008751
4421	4440	UNC674249	JAX00250881	20	52717897	52965832	chr1	4.36646614412227
4441	4460	UNC677810	JAX00250912	20	52967901	53068244	chr1	4.43042314263738
4461	4480	JAX00003739	UNC681990	20	53091392	53356247	chr1	4.46182428300313
4481	4500	JAX00250964	JAX00251051	20	53356970	53813227	chr1	4.48316224393379
4501	4520	JAX00251055	JAX00251091	20	53845960	53961323	chr1	4.50829077019193
4521	4540	JAX00251092	UNC691648	20	53961472	54255170	chr1	4.34274124481085
4541	4560	JAX00003829	UNC694544	20	54274523	54504118	chr1	4.31476280918177
4561	4580	JAX00251173	JAX00003863	20	54505399	54724859	chr1	4.32485857704534
4581	4600	JAX00251226	JAX00191741	20	54725363	54826491	chr1	4.3322977374295
4601	4620	JAX00003873	JAX00251318	20	54850326	54934829	chr1	4.32165969605595
4621	4640	JAX00251320	JAX00251389	20	54955500	55279216	chr1	4.29392344394813
4641	4660	UNC705778	JAX00003921	20	55299497	55511621	chr1	4.29510189328142
4661	4680	UNC707616	JAX00251488	20	55517416	55709875	chr1	4.28182954355831
4681	4700	JAX00251489	UNC712273	20	55710796	55822831	chr1	4.24114610932964
4701	4720	JAX00003947	JAX00251594	20	55860075	55996468	chr1	4.24112449489459
4721	4740	JAX00251596	JAX00003975	20	55997684	56225427	chr1	4.24106727313813
4741	4760	JAX00251650	JAX00003990	20	56242871	56417978	chr1	4.23079245785811
4761	4780	UNC010729195	JAX00251752	20	56428647	56606748	chr1	4.23477878053046
4781	4800	JAX00251753	JAX00004018	20	56615257	56793551	chr1	4.23487987558492
4801	4820	JAX00251797	JAX00251852	20	56800843	56999465	chr1	4.13374989622692
4821	4840	backupUNC012316368	JAX00251888	20	57001168	57185299	chr1	4.16546058084812
4841	4860	JAX00251890	UNC010731340	20	57186046	57415420	chr1	4.16543755519026
4861	4880	JAX00191800	JAX00251979	20	57418523	57615336	chr1	4.18418517402586
4881	4900	JAX00004078	UNC733960	20	57615846	57735724	chr1	4.24929980453605
4901	4920	JAX00004092	JAX00252051	20	57774166	57974992	chr1	4.26675168243027
4921	4940	JAX00252053	JAX00252097	20	57977395	58227689	chr1	4.24892464810624
4941	4960	JAX00252101	JAX00004131	20	58236518	58297315	chr1	4.24919120102646
4961	4980	JAX00191815	JAX00004145	20	58324446	58506215	chr1	4.25382433799757
4981	5000	JAX00252169	JAX00252196	20	58506542	58673708	chr1	4.25554882739381
5001	5020	UNC746854	JAX00252247	20	58784987	59044207	chr1	4.23795110943481
5021	5040	JAX00004189	JAX00004202	20	59078431	59240364	chr1	4.22087016506052
5041	5060	UNC751654	JAX00191840	20	59245541	59401604	chr1	4.21881183625039
5061	5080	JAX00004214	JAX00252404	20	59414487	59496154	chr1	4.22078589323947
5081	5100	JAX00252405	JAX00004241	20	59501093	59780022	chr1	4.26271290234528
5101	5120	JAX00252465	JAX00252497	20	59805686	60024065	chr1	4.34293684738022
5121	5140	B6_rs3659238	JAX00252519	20	60046978	60241011	chr1	4.57564399728506
5141	5160	JAX00252521	JAX00004292	20	60256635	60441421	chr1	4.68090883953297
5161	5180	backupJAX00004293	JAX00252601	20	60441494	60673461	chr1	4.62534010805707
5181	5200	JAX00004309	JAX00252642	20	60673824	60916315	chr1	4.5772882279668
5201	5220	UNC771487	JAX00252702	20	60936977	61165787	chr1	4.51842660973125
5221	5240	UNC774504	JAX00004360	20	61184345	61368274	chr1	4.37535108856635
5241	5260	UNC776673	JAX00252791	20	61373519	61606448	chr1	4.26647327705536
5261	5280	JAX00004378	JAX00252821	20	61609576	61788884	chr1	4.21699125384645
5281	5300	JAX00252822	JAX00004414	20	61790117	62091075	chr1	4.14190023912547
5301	5320	JAX00252865	UNC787219	20	62112614	62377587	chr1	4.13381707023474
5321	5340	backupUNC010739171	JAX00252933	20	62387583	62660493	chr1	4.14739413779517
5341	5360	JAX00004458	JAX00004467	20	62661425	62772488	chr1	4.12641940542573
5361	5380	JAX00252953	UNC793417	20	62788218	62964123	chr1	4.15646956452784
5381	5400	UNC793779	JAX00004502	20	62993822	63253832	chr1	4.17329947215332
5401	5420	JAX00253027	JAX00004520	20	63284903	63499605	chr1	4.14607642115559
5421	5440	UNC010104462	JAX00191937	20	63505054	63750621	chr1	4.17390263897065
5441	5460	UNC801098	UNC010486741	20	63774007	64043833	chr1	4.17660993212624
5461	5480	JAX00253171	JAX00253207	20	64046058	64158503	chr1	4.17829407217647
5481	5500	JAX00253211	JAX00253241	20	64183849	64320423	chr1	4.20300897243815
5501	5520	JAX00004582	UNC809041	20	64334183	64515184	chr1	4.26474668280087
5521	5540	JAX00004599	JAX00253315	20	64550813	64699289	chr1	4.36149083142682
5541	5560	UNC010106429	JAX00253348	20	64704407	64924557	chr1	4.43199601158451
5561	5580	UNC813782	JAX00253405	20	64926042	65186023	chr1	4.3392936347022
5581	5600	UNC817280	JAX00253461	20	65191919	65332226	chr1	4.26637309968675
5601	5620	JAX00004659	UNC822740	20	65334144	65637894	chr1	4.26690991201998
5621	5640	JAX00253508	JAX00253537	20	65679605	65947573	chr1	4.26999103108446
5641	5660	UNC827494	JAX00253574	20	65950222	66176936	chr1	4.25569132600482
5661	5680	JAX00253576	UNC833920	20	66181125	66402351	chr1	4.20361058400154
5681	5700	JAX00253612	JAX00253650	20	66402884	66558275	chr1	4.14652028897543
5701	5720	JAX00004751	UNC838814	20	66573573	66780481	chr1	4.18360011046065
5721	5740	JAX00253687	JAX00004780	20	66796030	66973093	chr1	4.2100239006874
5741	5760	UNC842284	JAX00004791	20	66990126	67123786	chr1	4.21108744424781
5761	5780	UNC844929	JAX00253810	20	67160047	67481037	chr1	4.2126888824767
5781	5800	JAX00253811	JAX00253847	20	67484882	67710918	chr1	4.21456040842354
5801	5820	JAX00253848	JAX00253874	20	67711209	67972619	chr1	4.21617999701254
5821	5840	JAX00004854	JAX00253920	20	67975690	68167465	chr1	4.21757935335919
5841	5860	JAX00253921	JAX00253945	20	68167580	68346024	chr1	4.2186671922128
5861	5880	JAX00253950	JAX00004902	20	68386005	68618707	chr1	4.25799178490253
5881	5900	JAX00253983	JAX00254017	20	68638494	68822445	chr1	4.2644832155675
5901	5920	JAX00254019	JAX00004933	20	68826711	69026603	chr1	4.26968391269328
5921	5940	JAX00254064	JAX00004952	20	69032683	69296439	chr1	4.27555029184569
5941	5960	JAX00004953	JAX00254134	20	69296951	69549186	chr1	4.27849648322864
5961	5980	JAX00254137	JAX00004988	20	69554675	69764472	chr1	4.27885715219854
5981	6000	JAX00254181	UNC884363	20	69767857	70088393	chr1	4.27414405512188
6001	6020	JAX00192012	JAX00005033	20	70106093	70373824	chr1	4.24823823872325
6021	6040	UNC888180	JAX00192030	20	70374629	70620028	chr1	4.25826517679654
6041	6060	JAX00254319	UNC894416	20	70638760	70824085	chr1	4.23126161240259
6061	6080	UNC894537	UNC896379	20	70837533	70987330	chr1	4.25876257863648
6081	6100	JAX00254367	JAX00254389	20	71002593	71143924	chr1	4.25890851400179
6101	6120	UNC898113	JAX00254414	20	71150125	71305595	chr1	4.25900888636735
6121	6140	JAX00254418	JAX00254452	20	71310339	71494186	chr1	4.26913779687611
6141	6160	JAX00254453	UNC904980	20	71514347	71676740	chr1	4.27906851089106
6161	6180	JAX00192050	JAX00254547	20	71678964	71846132	chr1	4.28249854189272
6181	6200	JAX00005145	JAX00254593	20	71854482	72015011	chr1	4.28499964759093
6201	6220	JAX00254595	JAX00254639	20	72041896	72241137	chr1	4.28854110718032
6221	6240	JAX00254641	JAX00005188	20	72244089	72415630	chr1	4.28840506143473
6241	6260	UNC916875	JAX00005205	20	72419039	72651412	chr1	4.2482897549358
6261	6280	JAX00254729	JAX00254779	20	72651502	72820373	chr1	4.2467140170989
6281	6300	JAX00005219	JAX00005236	20	72851044	73066219	chr1	4.24503309369048
6301	6320	JAX00254843	JAX00254887	20	73084473	73241935	chr1	4.21757871680402
6321	6340	UNC929321	JAX00254932	20	73246379	73353753	chr1	4.21001295139597
6341	6360	UNC931093	JAX00254990	20	73363384	73538698	chr1	4.20807133687233
6361	6380	JAX00005272	UNC936405	20	73543072	73763258	chr1	4.20592052260928
6381	6400	JAX00005288	JAX00255100	20	73764122	73978505	chr1	4.2036714656086
6401	6420	UNC939130	JAX00255168	20	73992316	74104950	chr1	4.20235541319442
6421	6440	JAX00255169	UNC942411	20	74110285	74211412	chr1	4.20515172756529
6441	6460	JAX00192111	JAX00255235	20	74217614	74408927	chr1	4.20672671063676
6461	6480	UNC945448	JAX00005346	20	74411377	74532775	chr1	4.23352584654345
6481	6500	JAX00005347	JAX00255285	20	74534238	74726279	chr1	4.23874926641522
6501	6520	JAX00005361	JAX00005376	20	74732637	74948660	chr1	4.23174358444508
6521	6540	B6_01-074963079-S	JAX00255361	20	74963079	75090539	chr1	4.22160537245286
6541	6560	JAX00255362	JAX00255395	20	75090616	75273207	chr1	4.26891817361793
6561	6580	JAX00255397	JAX00255453	20	75283564	75414170	chr1	4.27033728567484
6581	6600	JAX00255455	JAX00255525	20	75414804	75638191	chr1	4.46059683519287
6601	6620	JAX00255527	JAX00255589	20	75638886	75814853	chr1	4.6818449394884
6621	6640	JAX00192141	JAX00255622	20	75815074	75930772	chr1	4.68210625618789
6641	6660	JAX00005451	UNC964299	20	75931855	76090423	chr1	4.67816337342106
6661	6680	JAX00255679	UNC966769	20	76113578	76291445	chr1	4.66704001430607
6681	6700	JAX00255723	JAX00005494	20	76336500	76500345	chr1	4.66648172732364
6701	6720	JAX00255786	JAX00255831	20	76527587	76639220	chr1	4.66345556549542
