from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
681	700	JAX00242136	JAX00242196	20	12770774	12931193	chr1	0.15627757193112	0.685	1.005
701	720	JAX00242197	JAX00242249	20	12932369	13082083	chr1	0.155153453456305	0.695	1.005
721	740	JAX00242250	JAX00242300	20	13082283	13204708	chr1	0.177606968817565	0.665	1.005
741	760	JAX00242307	JAX00242347	20	13225267	13331027	chr1	0.178925341149068	0.665	1.005
761	780	JAX00242351	UNC_rs50672660	20	13333935	13643779	chr1	0.180816036487394	0.66	1.005
781	800	JAX00242423	JAX00242464	20	13644220	13780770	chr1	0.183983278718533	0.655	1.005
801	820	JAX00190851	JAX00000823	20	13791733	14065376	chr1	0.186959756806691	0.65	1.005
821	840	JAX00000824	JAX00242551	20	14067111	14281913	chr1	0.204635124758319	0.605	1.005
841	860	JAX00000840	JAX00242586	20	14287199	14533976	chr1	0.206474387052907	0.6	1.005
861	880	JAX00242592	JAX00242621	20	14558862	14726278	chr1	0.194905494250052	0.63	1.005
881	900	JAX00242633	UNC155247	20	14743473	14899115	chr1	0.1964393133794	0.615	1.005
901	920	UNC156797	JAX00000917	20	15009358	15311702	chr1	0.198768441687284	0.62	1.005
921	940	JAX00242731	JAX00242782	20	15312015	15444704	chr1	0.201441755643007	0.61	1.005
941	960	JAX00242783	JAX00000946	20	15444915	15698981	chr1	0.205596535556915	0.6	1.005
961	980	JAX00242837	JAX00242870	20	15699075	15806842	chr1	0.199662726848818	0.61	1.005
981	1000	JAX00242872	JAX00000962	20	15807212	15897608	chr1	0.197346941641577	0.605	1.005
1001	1020	JAX00242913	JAX00242956	20	15914927	16229368	chr1	0.196166566243784	0.605	1.005
1021	1040	JAX00242961	JAX00243012	20	16235840	16616526	chr1	0.186127110283934	0.61	1.005
1041	1060	JAX00243014	JAX00001042	20	16629188	16987502	chr1	0.190355286310401	0.61	1.005
1061	1080	JAX00001043	UNC187637	20	17003453	17311417	chr1	0.186648878951515	0.635	1.005
1081	1100	JAX00243118	JAX00243212	20	17315373	17739246	chr1	0.161040635445591	0.64	1.005
1101	1120	JAX00243213	JAX00243269	20	17742752	18123873	chr1	0.156411682790732	0.635	1.005
1121	1140	JAX00243271	JAX00190945	20	18135997	18454027	chr1	0.153446725079005	0.66	1.005
1141	1160	JAX00243329	JAX00190952	20	18457577	18719231	chr1	0.173813568434956	0.635	1.005
1161	1180	JAX00243387	JAX00243430	20	18749697	18966677	chr1	0.176324493642748	0.635	1.005
1181	1200	JAX00243437	JAX00243486	20	19019130	19443012	chr1	0.170033796484452	0.635	1.005
1201	1220	JAX00001227	UNC222054	20	19445165	19707165	chr1	0.151737087154105	0.695	1.005
1221	1240	JAX00001247	JAX00243588	20	19722593	19863627	chr1	0.15163047196738	0.695	1.005
1241	1260	JAX00001257	JAX00001274	20	19867877	20064029	chr1	0.151859122129181	0.69	1.005
1261	1280	UNC227355	JAX00001294	20	20074019	20341218	chr1	0.152098410799982	0.69	1.005
1281	1300	JAX00243693	JAX00243731	20	20367232	20541966	chr1	0.15457558874068	0.69	1.005
1301	1320	JAX00243741	JAX00243797	20	20561596	20793448	chr1	0.156358681518722	0.69	1.005
1321	1340	JAX00243802	UNC241230	20	20806285	20938029	chr1	0.155045590226816	0.69	1.005
1341	1360	JAX00243846	UNC244201	20	20942963	21116072	chr1	0.155017629469552	0.69	1.005
1361	1380	JAX00243889	JAX00001366	20	21117333	21306616	chr1	0.156261784122812	0.68	1.005
1381	1400	JAX00243950	JAX00243994	20	21377571	21589062	chr1	0.165372380272084	0.615	1.005
1401	1420	JAX00001388	JAX00244053	20	21589916	21719729	chr1	0.166314586357641	0.61	1.005
1421	1440	JAX00244057	JAX00244094	20	21724793	21983887	chr1	0.1511794362093	0.64	1.005
1441	1460	JAX00244096	JAX00244129	20	21999637	22262727	chr1	0.14711710826677	0.67	1.005
1461	1480	JAX00244130	UNC264385	20	22262996	22421498	chr1	0.160350839113778	0.625	1.005
1481	1500	UNC264416	JAX00244210	20	22475222	22680881	chr1	0.155453725077252	0.63	1.005
1501	1520	JAX00001469	JAX00001477	20	22718471	22819589	chr1	0.157762215527364	0.64	1.005
1521	1540	JAX00244248	JAX00244290	20	22841527	23075605	chr1	0.16062571727054	0.63	1.005
1541	1560	JAX00244291	JAX00244326	20	23075817	23270174	chr1	0.161935745729104	0.625	1.005
1561	1580	UNC276290	JAX00244359	20	23293039	23484110	chr1	0.163009085318025	0.635	1.005
1581	1600	UNC278894	JAX00244396	20	23484917	23658640	chr1	0.172109351336423	0.635	1.005
1601	1620	JAX00001539	UNC283190	20	23682723	23784570	chr1	0.172593305127096	0.63	1.005
1621	1640	JAX00244437	JAX00244469	20	23816672	23958732	chr1	0.172965145806307	0.63	1.005
1641	1660	JAX00001563	JAX00001575	20	23973025	24147946	chr1	0.170111813746372	0.625	1.005
1661	1680	JAX00001577	JAX00244590	20	24149191	24326205	chr1	0.169659380695097	0.64	1.005
1681	1700	JAX00244591	JAX00244642	20	24326238	24515849	chr1	0.170250868182778	0.64	1.005
1701	1720	UNC295267	JAX00001615	20	24516479	24672104	chr1	0.169607880178846	0.615	1.005
1721	1740	UNC298468	JAX00244724	20	24739294	24935351	chr1	0.168620436283281	0.62	1.005
1741	1760	JAX00244725	UNC304098	20	24935730	25133192	chr1	0.169232471366011	0.62	1.005
1761	1780	JAX00001646	JAX00191084	20	25133724	25360787	chr1	0.169806595127145	0.62	1.005
1781	1800	JAX00244799	JAX00244845	20	25360850	25501465	chr1	0.170659511780994	0.62	1.005
1801	1820	JAX00244848	JAX00001692	20	25508556	25754788	chr1	0.175028650252142	0.615	1.005
1821	1840	UNC311195	JAX00188692	20	25757843	25997237	chr1	0.151492441845337	0.685	1.005
1841	1860	UNC315252	JAX00245023	20	25997697	26170765	chr1	0.174720685933077	0.635	1.005
1861	1880	JAX00001724	JAX00245052	20	26171240	26420298	chr1	0.255518996421951	0.495	1.005
1881	1900	JAX00001743	JAX00245090	20	26435495	26690674	chr1	0.247556804310784	0.515	1.005
1901	1920	JAX00245093	JAX00245137	20	26692385	26908686	chr1	0.179192811490475	0.615	1.005
1921	1940	JAX00001781	JAX00245186	20	26937623	27403088	chr1	0.161347917425994	0.65	1.005
1941	1960	UNC337071	UNC340151	20	27421620	27730678	chr1	0.161317718829819	0.65	1.005
1961	1980	JAX00001840	JAX00245257	20	27739870	28023650	chr1	0.16132876647152	0.65	1.005
1981	2000	JAX00245264	JAX00001905	20	28047832	28616227	chr1	0.145669070491848	0.675	1.005
2001	2020	JAX00001906	JAX00001932	20	28616775	28958204	chr1	0.129440755678568	0.715	1.005
2021	2040	JAX00001933	JAX00245405	20	28961078	29342614	chr1	0.173257138454194	0.655	1.005
2041	2060	JAX00001962	JAX00001993	20	29354689	29771557	chr1	0.170436098114146	0.645	1.005
2061	2080	JAX00245460	JAX00245507	20	29808891	30134369	chr1	0.16417720882734	0.65	1.005
2081	2100	JAX00002024	UNC369354	20	30183383	30480686	chr1	0.163771758367158	0.635	1.005
2101	2120	JAX00002048	UNC372374	20	30487284	30815119	chr1	0.169770275538622	0.615	1.005
2121	2140	JAX00245580	JAX00191216	20	30816013	31043591	chr1	0.167827121060742	0.645	1.005
2141	2160	JAX00245613	JAX00245656	20	31054582	31179916	chr1	0.165660182306968	0.655	1.005
2161	2180	JAX00245662	UNC379621	20	31191703	31507899	chr1	0.180888270884077	0.62	1.005
2181	2200	JAX00002126	UNC382234	20	31533135	31785145	chr1	0.25461811278833	0.52	1.005
2201	2220	JAX00002145	JAX00002174	20	31812815	32182924	chr1	0.335771421142744	0.46	1.005
2221	2240	JAX00245759	JAX00002190	20	32184323	32400679	chr1	0.347209029651024	0.455	1.005
2241	2260	JAX00245800	JAX00002212	20	32401169	32687559	chr1	0.347233593653609	0.45	1.005
2261	2280	JAX00245853	JAX00245900	20	32690758	32888822	chr1	0.434653715634565	0.4	1.005
2281	2300	JAX00002227	JAX00245967	20	32894034	33114127	chr1	0.445994031445448	0.395	1.005
2301	2320	JAX00245968	JAX00191270	20	33114651	33438664	chr1	0.437562526586738	0.405	1.005
2321	2340	UNC402209	JAX00246101	20	33449127	33634142	chr1	0.48513101935915	0.37	1.005
2341	2360	UNC405147	JAX00246130	20	33635103	33796877	chr1	0.484240029397689	0.365	1.005
2361	2380	JAX00246131	JAX00246154	20	33796991	33928037	chr1	0.469429361732886	0.375	1.005
2381	2400	JAX00246156	UNC411848	20	33928244	34023753	chr1	0.470701739064019	0.375	1.005
2401	2420	JAX00246197	JAX00246235	20	34024549	34171396	chr1	0.472990600233543	0.375	1.005
2421	2440	UNC010442447	JAX00246283	20	34175860	34280536	chr1	0.557248191053238	0.315	1.005
2441	2460	UNC416870	backupUNC010066723	20	34282653	34470337	chr1	0.560383971950453	0.305	1.005
2461	2480	UNC420525	JAX00246371	20	34485225	34628608	chr1	0.576593515890776	0.305	1.005
2481	2500	JAX00246377	JAX00246447	20	34631803	34837777	chr1	0.573113004668209	0.31	1.005
2501	2520	JAX00246451	JAX00002382	20	34843964	34955879	chr1	0.566628901205618	0.31	1.005
2521	2540	JAX00191306	JAX00246533	20	34994936	35082450	chr1	0.572916534829369	0.305	1.005
2541	2560	JAX00002392	JAX00246597	20	35088571	35307891	chr1	0.538615741945809	0.33	1.005
2561	2580	JAX00002409	UNC438077	20	35336368	35522229	chr1	0.514175436705886	0.345	1.005
2581	2600	JAX00246653	JAX00191323	20	35530512	35671399	chr1	0.488821502374348	0.36	1.005
2601	2620	JAX00246694	JAX00246726	20	35671927	35785031	chr1	0.487718305073826	0.36	1.005
2621	2640	JAX00246728	JAX00246786	20	35801059	35951468	chr1	0.487390244717537	0.365	1.005
2641	2660	UNC444874	JAX00246818	20	35958094	36024942	chr1	0.487269815336894	0.365	1.005
2661	2680	JAX00246826	JAX00246874	20	36056784	36150503	chr1	0.487088503647547	0.365	1.005
2681	2700	JAX00246883	JAX00246944	20	36174383	36283703	chr1	0.486906123677583	0.365	1.005
2701	2720	JAX00246949	JAX00002492	20	36286529	36413149	chr1	0.486713418871353	0.365	1.005
2721	2740	JAX00246997	UNC455417	20	36417246	36647586	chr1	0.486298335826523	0.365	1.005
2741	2760	JAX00002508	JAX00247109	20	36652368	36810625	chr1	0.490442818267	0.36	1.005
2761	2780	JAX00247110	JAX00247157	20	36811477	36956303	chr1	0.466451698234289	0.37	1.005
2781	2800	JAX00247158	UNC010549141	20	36958242	37112093	chr1	0.445891451546124	0.385	1.005
2801	2820	JAX00247223	backupUNC011221975	20	37121793	37250990	chr1	0.447831699505229	0.375	1.005
2821	2840	JAX00247266	JAX00247306	20	37269751	37425825	chr1	0.472465155562383	0.345	1.005
2841	2860	JAX00002568	JAX00247377	20	37446591	37622959	chr1	0.298997654409729	0.48	1.005
2861	2880	JAX00247379	JAX00002600	20	37631859	37861899	chr1	0.180131397462494	0.595	1.005
2881	2900	UNC471090	UNC472864	20	37876846	38063892	chr1	0.135211903315752	0.675	1.005
2901	2920	JAX00247464	UNC474803	20	38094347	38274756	chr1	0.130142122962814	0.685	1.005
2921	2940	JAX00247489	JAX00247542	20	38291662	38444318	chr1	0.142804813397144	0.645	1.005
2941	2960	UNC477390	JAX00247590	20	38448656	38574096	chr1	0.138204912554987	0.675	1.005
2961	2980	JAX00002653	JAX00247624	20	38574132	38727305	chr1	0.125600506989572	0.685	1.005
2981	3000	JAX00247627	JAX00247693	20	38728044	38897303	chr1	0.133983902470263	0.665	1.005
3001	3020	JAX00247694	JAX00247743	20	38897379	39014248	chr1	0.12454747143065	0.705	1.005
3021	3040	JAX00247747	JAX00247809	20	39025971	39158797	chr1	0.229470269944047	0.5	1.005
3041	3060	JAX00247810	JAX00002705	20	39158968	39253760	chr1	0.296674896556697	0.43	1.005
3061	3080	JAX00247841	JAX00247885	20	39256990	39358523	chr1	0.285502102464402	0.46	1.005
3081	3100	JAX00247887	JAX00247934	20	39361798	39562995	chr1	0.289144612196373	0.465	1.005
3101	3120	JAX00247950	JAX00002743	20	39609857	39771752	chr1	0.17064022565333	0.615	1.005
3121	3140	JAX00247989	JAX00248043	20	39785840	39968612	chr1	0.211065863009014	0.545	1.005
3141	3160	JAX00248046	JAX00248086	20	39970561	40041888	chr1	0.121326601005775	0.695	1.005
3161	3180	JAX00248087	JAX00248130	20	40047425	40147127	chr1	0.107685301954103	0.69	1.005
3181	3200	JAX00248135	UNC505877	20	40151868	40243208	chr1	0.101702194741208	0.72	1.005
3201	3220	UNC506099	UNC507882	20	40260652	40381054	chr1	0.100438574708505	0.74	1.005
3221	3240	JAX00248203	UNC509809	20	40383296	40515533	chr1	0.100223487734022	0.735	1.005
3241	3260	JAX00248254	JAX00191431	20	40520266	40598345	chr1	0.0997436238735058	0.765	1.005
3261	3280	UNC511312	JAX00248308	20	40606794	40760210	chr1	0.105283315690648	0.73	1.005
3281	3300	JAX00248311	JAX00248338	20	40770555	40898765	chr1	0.0952026715767405	0.74	1.005
3301	3320	UNC516206	JAX00248375	20	40913405	41051883	chr1	0.0293306992465877	0.91	1.005
3321	3340	JAX00248376	UNC521141	20	41063214	41212779	chr1	0.0265561793260068	0.93	1.005
3341	3360	JAX00248403	JAX00002859	20	41228061	41346976	chr1	0.0241332419019477	0.94	1.005
3361	3380	JAX00248421	JAX00248455	20	41347207	41547584	chr1	0.0214035776877855	0.95	1.005
3381	3400	UNC525955	UNC528903	20	41548410	41759137	chr1	0.0185185878466377	0.955	1.005
3401	3420	JAX00248499	UNC531436	20	41762931	41937573	chr1	0.0674413707065484	0.81	1.005
3421	3440	JAX00002906	JAX00248573	20	41939362	42089211	chr1	0.0680872296350734	0.805	1.005
3441	3460	JAX00002917	JAX00248608	20	42101007	42208884	chr1	0.0688548186597058	0.8	1.005
3461	3480	UNC534913	JAX00248648	20	42213016	42344217	chr1	0.0870150658206198	0.78	1.005
3481	3500	JAX00248649	JAX00248682	20	42345485	42454337	chr1	0.095437813332802	0.76	1.005
3501	3520	JAX00248683	JAX00248708	20	42455034	42524408	chr1	0.0970479962720271	0.755	1.005
3521	3540	JAX00248709	UNC540376	20	42524866	42589977	chr1	0.12554185036192	0.71	1.005
3541	3560	JAX00248739	JAX00248774	20	42595382	42725134	chr1	0.156181807242039	0.65	1.005
3561	3580	UNC542228	JAX00002976	20	42734067	42885851	chr1	0.189888059172364	0.61	1.005
3581	3600	UNC544289	JAX00248845	20	42888308	43104453	chr1	0.257740422309249	0.56	1.005
3601	3620	JAX00248847	JAX00248890	20	43104849	43231237	chr1	0.253887286370962	0.55	1.005
3621	3640	JAX00248892	JAX00248931	20	43235709	43356461	chr1	0.187647590475461	0.63	1.005
3641	3660	UNC551425	JAX00003026	20	43356856	43532287	chr1	0.125890245305893	0.73	1.005
3661	3680	JAX00248974	JAX00248999	20	43533090	43637287	chr1	0.124232413602436	0.735	1.005
3681	3700	JAX00191503	JAX00249030	20	43637537	43803125	chr1	0.0782526733510325	0.805	1.005
3701	3720	JAX00249032	JAX00249075	20	43805664	43944320	chr1	0.0560591548723983	0.87	1.005
3721	3740	JAX00249078	JAX00249129	20	43972191	44198371	chr1	0.0506135358084841	0.88	1.005
3741	3760	JAX00249132	JAX00249198	20	44199078	44494273	chr1	0.047073809019735	0.9	1.005
3761	3780	JAX00003096	JAX00249258	20	44494304	44773444	chr1	0.0550380087592754	0.885	1.005
3781	3800	JAX00003119	JAX00249311	20	44790378	45131665	chr1	0.0914038132309956	0.815	1.005
3801	3820	JAX00003146	JAX00249353	20	45132465	45443542	chr1	0.0751462856588822	0.825	1.005
3821	3840	JAX00003170	JAX00249395	20	45452838	45634814	chr1	0.0763545741221278	0.825	1.005
3841	3860	JAX00249407	JAX00249451	20	45654482	45823058	chr1	0.103161553595904	0.76	1.005
3861	3880	UNC587430	JAX00249514	20	45826741	46047106	chr1	0.112317697609896	0.73	1.005
3881	3900	JAX00249515	JAX00249568	20	46047648	46293847	chr1	0.124213263206438	0.715	1.005
3901	3920	JAX00249577	JAX00249654	20	46400951	46793985	chr1	0.121750098000478	0.72	1.005
3921	3940	JAX00003270	JAX00249700	20	46794109	46932264	chr1	0.0976706061988272	0.78	1.005
3941	3960	JAX00249706	JAX00249750	20	46941482	47159494	chr1	0.11068692055689	0.75	1.005
3961	3980	UNC600255	UNC604430	20	47159621	47538062	chr1	0.08286863951561	0.825	1.005
3981	4000	JAX00003327	JAX00249864	20	47570342	47790418	chr1	0.103136238237344	0.77	1.005
4001	4020	UNC010715287	JAX00003375	20	47791233	48199497	chr1	0.0880794552718327	0.79	1.005
4021	4040	UNC612760	JAX00003403	20	48215087	48572882	chr1	0.101821774309933	0.785	1.005
4041	4060	JAX00003405	JAX00250030	20	48599813	49079852	chr1	0.0608520193368657	0.845	1.005
4061	4080	JAX00003441	JAX00003475	20	49091078	49537498	chr1	0.0615344352034423	0.84	1.005
4081	4100	JAX00250074	JAX00250111	20	49539906	49892767	chr1	0.068792551103189	0.82	1.005
4101	4120	JAX00250113	JAX00003529	20	49926993	50292237	chr1	0.0782809594457537	0.825	1.005
4121	4140	JAX00250174	UNC643528	20	50295786	50586920	chr1	0.085513721413342	0.8	1.005
4141	4160	JAX00003553	JAX00003577	20	50594847	50939202	chr1	0.0842145247896338	0.795	1.005
4161	4180	JAX00003578	JAX00250311	20	50939267	51151906	chr1	0.0745643810500341	0.8	1.005
4181	4200	JAX00250312	UNC653383	20	51154298	51299180	chr1	0.087373771177878	0.775	1.005
4201	4220	JAX00250369	JAX00250405	20	51315462	51464485	chr1	0.0857562056943464	0.79	1.005
4221	4240	JAX00250406	JAX00250435	20	51464578	51590600	chr1	0.0870881705885441	0.785	1.005
4241	4260	JAX00250437	UNC658850	20	51595982	51714316	chr1	0.0940347999387268	0.755	1.005
4261	4280	JAX00003639	JAX00003646	20	51726997	51849214	chr1	0.102508755051261	0.735	1.005
4281	4300	JAX00250534	JAX00003654	20	51852461	51947557	chr1	0.102025638391341	0.735	1.005
4301	4320	JAX00250573	JAX00250618	20	51952563	52068374	chr1	0.0994193478875962	0.735	1.005
4321	4340	JAX00250624	UNC667141	20	52076008	52184251	chr1	0.0989935890136275	0.735	1.005
4341	4360	JAX00250656	JAX00250699	20	52189564	52327247	chr1	0.0983524634703319	0.73	1.005
4361	4380	JAX00250701	JAX00250742	20	52328602	52481775	chr1	0.0978332353931993	0.735	1.005
4381	4400	JAX00250743	UNC672230	20	52484176	52585228	chr1	0.0969281365261395	0.725	1.005
4401	4420	JAX00250780	JAX00191698	20	52593892	52716799	chr1	0.106108368086069	0.72	1.005
4421	4440	UNC674249	JAX00250881	20	52717897	52965832	chr1	0.106645688717861	0.705	1.005
4441	4460	UNC677810	JAX00250912	20	52967901	53068244	chr1	0.109302958865688	0.695	1.005
4461	4480	JAX00003739	UNC681990	20	53091392	53356247	chr1	0.109736973307238	0.685	1.005
4481	4500	JAX00250964	JAX00251051	20	53356970	53813227	chr1	0.109556397386924	0.68	1.005
4501	4520	JAX00251055	JAX00251091	20	53845960	53961323	chr1	0.110864701367203	0.675	1.005
4521	4540	JAX00251092	UNC691648	20	53961472	54255170	chr1	0.118555908842032	0.665	1.005
4541	4560	JAX00003829	UNC694544	20	54274523	54504118	chr1	0.135887192203401	0.635	1.005
4561	4580	JAX00251173	JAX00003863	20	54505399	54724859	chr1	0.148385826707211	0.615	1.005
4581	4600	JAX00251226	JAX00191741	20	54725363	54826491	chr1	0.157383685791346	0.6	1.005
4601	4620	JAX00003873	JAX00251318	20	54850326	54934829	chr1	0.172813992683375	0.585	1.005
4621	4640	JAX00251320	JAX00251389	20	54955500	55279216	chr1	0.187303479276287	0.57	1.005
4641	4660	UNC705778	JAX00003921	20	55299497	55511621	chr1	0.187512143335866	0.57	1.005
4661	4680	UNC707616	JAX00251488	20	55517416	55709875	chr1	0.190469894925596	0.57	1.005
4681	4700	JAX00251489	UNC712273	20	55710796	55822831	chr1	0.198077507031187	0.57	1.005
4701	4720	JAX00003947	JAX00251594	20	55860075	55996468	chr1	0.198026673184709	0.57	1.005
4721	4740	JAX00251596	JAX00003975	20	55997684	56225427	chr1	0.197959205234697	0.57	1.005
4741	4760	JAX00251650	JAX00003990	20	56242871	56417978	chr1	0.194662565935848	0.555	1.005
4761	4780	UNC010729195	JAX00251752	20	56428647	56606748	chr1	0.187193622416777	0.555	1.005
4781	4800	JAX00251753	JAX00004018	20	56615257	56793551	chr1	0.187005900023297	0.555	1.005
4801	4820	JAX00251797	JAX00251852	20	56800843	56999465	chr1	0.188800134585012	0.565	1.005
4821	4840	backupUNC012316368	JAX00251888	20	57001168	57185299	chr1	0.178446219600005	0.565	1.005
4841	4860	JAX00251890	UNC010731340	20	57186046	57415420	chr1	0.1798339434986	0.57	1.005
4861	4880	JAX00191800	JAX00251979	20	57418523	57615336	chr1	0.192830147623313	0.57	1.005
4881	4900	JAX00004078	UNC733960	20	57615846	57735724	chr1	0.195721099429497	0.58	1.005
4901	4920	JAX00004092	JAX00252051	20	57774166	57974992	chr1	0.19451278160406	0.59	1.005
4921	4940	JAX00252053	JAX00252097	20	57977395	58227689	chr1	0.186826157863689	0.595	1.005
4941	4960	JAX00252101	JAX00004131	20	58236518	58297315	chr1	0.186514538559884	0.6	1.005
4961	4980	JAX00191815	JAX00004145	20	58324446	58506215	chr1	0.184740107566942	0.595	1.005
4981	5000	JAX00252169	JAX00252196	20	58506542	58673708	chr1	0.186893614625893	0.585	1.005
5001	5020	UNC746854	JAX00252247	20	58784987	59044207	chr1	0.173860392440672	0.595	1.005
5021	5040	JAX00004189	JAX00004202	20	59078431	59240364	chr1	0.188282146094491	0.57	1.005
5041	5060	UNC751654	JAX00191840	20	59245541	59401604	chr1	0.276086946100985	0.505	1.005
5061	5080	JAX00004214	JAX00252404	20	59414487	59496154	chr1	0.282184202988395	0.47	1.005
5081	5100	JAX00252405	JAX00004241	20	59501093	59780022	chr1	0.199866085327505	0.585	1.005
5101	5120	JAX00252465	JAX00252497	20	59805686	60024065	chr1	0.234167763671827	0.545	1.005
5121	5140	B6_rs3659238	JAX00252519	20	60046978	60241011	chr1	0.25082091116329	0.53	1.005
5141	5160	JAX00252521	JAX00004292	20	60256635	60441421	chr1	0.250953892336988	0.545	1.005
5161	5180	backupJAX00004293	JAX00252601	20	60441494	60673461	chr1	0.266595419105758	0.525	1.005
5181	5200	JAX00004309	JAX00252642	20	60673824	60916315	chr1	0.265462309554743	0.525	1.005
5201	5220	UNC771487	JAX00252702	20	60936977	61165787	chr1	0.263520824843644	0.525	1.005
5221	5240	UNC774504	JAX00004360	20	61184345	61368274	chr1	0.254183954443763	0.53	1.005
5241	5260	UNC776673	JAX00252791	20	61373519	61606448	chr1	0.230335467846711	0.54	1.005
5261	5280	JAX00004378	JAX00252821	20	61609576	61788884	chr1	0.267443138296187	0.51	1.005
5281	5300	JAX00252822	JAX00004414	20	61790117	62091075	chr1	0.246603816738508	0.56	1.005
5301	5320	JAX00252865	UNC787219	20	62112614	62377587	chr1	0.250951631861912	0.555	1.005
5321	5340	backupUNC010739171	JAX00252933	20	62387583	62660493	chr1	0.278567161800522	0.535	1.005
5341	5360	JAX00004458	JAX00004467	20	62661425	62772488	chr1	0.930937077022692	0.165	1.005
5361	5380	JAX00252953	UNC793417	20	62788218	62964123	chr1	1.18305244680382	0.075	1.005
5381	5400	UNC793779	JAX00004502	20	62993822	63253832	chr1	1.45144013842153	0.05	1.005
5401	5420	JAX00253027	JAX00004520	20	63284903	63499605	chr1	1.96799115728794	0.01	1
5421	5440	UNC010104462	JAX00191937	20	63505054	63750621	chr1	2.25847507564925	0.01	0.99
5441	5460	UNC801098	UNC010486741	20	63774007	64043833	chr1	2.31057709496806	0.01	0.975
5461	5480	JAX00253171	JAX00253207	20	64046058	64158503	chr1	2.66756348493249	0	0.925
5481	5500	JAX00253211	JAX00253241	20	64183849	64320423	chr1	2.62358870793919	0	0.935
5501	5520	JAX00004582	UNC809041	20	64334183	64515184	chr1	2.53533313336708	0	0.95
5521	5540	JAX00004599	JAX00253315	20	64550813	64699289	chr1	2.42570631326549	0.005	0.965
5541	5560	UNC010106429	JAX00253348	20	64704407	64924557	chr1	2.29085392457011	0.015	0.985
5561	5580	UNC813782	JAX00253405	20	64926042	65186023	chr1	2.37981018757058	0.015	0.975
5581	5600	UNC817280	JAX00253461	20	65191919	65332226	chr1	3.21882255176086	0	0.765
