from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
1801	1820	JAX00244848	JAX00001692	20	25508556	25754788	chr1	1.65468178647904	0.04	1.005
1821	1840	UNC311195	JAX00188692	20	25757843	25997237	chr1	1.5917731846541	0.045	1.005
1841	1860	UNC315252	JAX00245023	20	25997697	26170765	chr1	1.57267683496642	0.045	1.005
1861	1880	JAX00001724	JAX00245052	20	26171240	26420298	chr1	1.48580807083829	0.04	1.005
1881	1900	JAX00001743	JAX00245090	20	26435495	26690674	chr1	1.49933058415021	0.04	1.005
1901	1920	JAX00245093	JAX00245137	20	26692385	26908686	chr1	1.5672254979704	0.04	1.005
1921	1940	JAX00001781	JAX00245186	20	26937623	27403088	chr1	1.58765454908568	0.04	1.005
1941	1960	UNC337071	UNC340151	20	27421620	27730678	chr1	1.58514768796946	0.04	1.005
1961	1980	JAX00001840	JAX00245257	20	27739870	28023650	chr1	1.58495498171874	0.04	1.005
1981	2000	JAX00245264	JAX00001905	20	28047832	28616227	chr1	1.56056741798105	0.04	1.005
2001	2020	JAX00001906	JAX00001932	20	28616775	28958204	chr1	1.30756607494499	0.08	1.005
2021	2040	JAX00001933	JAX00245405	20	28961078	29342614	chr1	1.06698891191799	0.12	1.005
2041	2060	JAX00001962	JAX00001993	20	29354689	29771557	chr1	1.11626980501529	0.11	1.005
2061	2080	JAX00245460	JAX00245507	20	29808891	30134369	chr1	1.17200187033867	0.095	1.005
2081	2100	JAX00002024	UNC369354	20	30183383	30480686	chr1	1.26051290193851	0.075	1.005
2101	2120	JAX00002048	UNC372374	20	30487284	30815119	chr1	1.24197979648938	0.075	1.005
2121	2140	JAX00245580	JAX00191216	20	30816013	31043591	chr1	1.16829906691057	0.09	1.005
2141	2160	JAX00245613	JAX00245656	20	31054582	31179916	chr1	1.0909570677632	0.115	1.005
2161	2180	JAX00245662	UNC379621	20	31191703	31507899	chr1	1.02661830741992	0.12	1.005
2181	2200	JAX00002126	UNC382234	20	31533135	31785145	chr1	0.9401893065626	0.145	1.005
2201	2220	JAX00002145	JAX00002174	20	31812815	32182924	chr1	1.00202835104419	0.135	1.005
2221	2240	JAX00245759	JAX00002190	20	32184323	32400679	chr1	1.0072008876845	0.135	1.005
2241	2260	JAX00245800	JAX00002212	20	32401169	32687559	chr1	1.00755924661621	0.14	1.005
2261	2280	JAX00245853	JAX00245900	20	32690758	32888822	chr1	0.972780214912296	0.135	1.005
2281	2300	JAX00002227	JAX00245967	20	32894034	33114127	chr1	0.976436557042379	0.13	1.005
2301	2320	JAX00245968	JAX00191270	20	33114651	33438664	chr1	1.00556694135987	0.12	1.005
2321	2340	UNC402209	JAX00246101	20	33449127	33634142	chr1	1.07932178067214	0.11	1.005
2341	2360	UNC405147	JAX00246130	20	33635103	33796877	chr1	1.04802642067178	0.125	1.005
2361	2380	JAX00246131	JAX00246154	20	33796991	33928037	chr1	0.9567352490499	0.145	1.005
2381	2400	JAX00246156	UNC411848	20	33928244	34023753	chr1	0.956423834521899	0.145	1.005
2401	2420	JAX00246197	JAX00246235	20	34024549	34171396	chr1	0.95512640147894	0.145	1.005
2421	2440	UNC010442447	JAX00246283	20	34175860	34280536	chr1	0.851460843382759	0.18	1.005
2441	2460	UNC416870	backupUNC010066723	20	34282653	34470337	chr1	0.852201167541054	0.18	1.005
2461	2480	UNC420525	JAX00246371	20	34485225	34628608	chr1	0.841839484751628	0.19	1.005
2481	2500	JAX00246377	JAX00246447	20	34631803	34837777	chr1	0.838352509792416	0.185	1.005
2501	2520	JAX00246451	JAX00002382	20	34843964	34955879	chr1	0.829448526254159	0.205	1.005
2521	2540	JAX00191306	JAX00246533	20	34994936	35082450	chr1	0.835477720864788	0.2	1.005
2541	2560	JAX00002392	JAX00246597	20	35088571	35307891	chr1	0.809880508827225	0.215	1.005
2561	2580	JAX00002409	UNC438077	20	35336368	35522229	chr1	0.762995203578461	0.23	1.005
2581	2600	JAX00246653	JAX00191323	20	35530512	35671399	chr1	0.657492913798997	0.3	1.005
2601	2620	JAX00246694	JAX00246726	20	35671927	35785031	chr1	0.657087504449131	0.295	1.005
2621	2640	JAX00246728	JAX00246786	20	35801059	35951468	chr1	0.657311008662727	0.295	1.005
2641	2660	UNC444874	JAX00246818	20	35958094	36024942	chr1	0.657824769034742	0.295	1.005
2661	2680	JAX00246826	JAX00246874	20	36056784	36150503	chr1	0.658033875566975	0.295	1.005
2681	2700	JAX00246883	JAX00246944	20	36174383	36283703	chr1	0.658396399791635	0.295	1.005
2701	2720	JAX00246949	JAX00002492	20	36286529	36413149	chr1	0.658618732596912	0.295	1.005
2721	2740	JAX00246997	UNC455417	20	36417246	36647586	chr1	0.658714827337213	0.3	1.005
2741	2760	JAX00002508	JAX00247109	20	36652368	36810625	chr1	0.664742839816608	0.295	1.005
2761	2780	JAX00247110	JAX00247157	20	36811477	36956303	chr1	0.660732065113746	0.285	1.005
2781	2800	JAX00247158	UNC010549141	20	36958242	37112093	chr1	0.663135885290002	0.28	1.005
2801	2820	JAX00247223	backupUNC011221975	20	37121793	37250990	chr1	0.677564158827702	0.265	1.005
2821	2840	JAX00247266	JAX00247306	20	37269751	37425825	chr1	0.761212407919214	0.225	1.005
2841	2860	JAX00002568	JAX00247377	20	37446591	37622959	chr1	0.756689339662753	0.23	1.005
2861	2880	JAX00247379	JAX00002600	20	37631859	37861899	chr1	0.804415651292995	0.22	1.005
2881	2900	UNC471090	UNC472864	20	37876846	38063892	chr1	0.901691128729539	0.175	1.005
2901	2920	JAX00247464	UNC474803	20	38094347	38274756	chr1	0.928245772571096	0.155	1.005
2921	2940	JAX00247489	JAX00247542	20	38291662	38444318	chr1	0.814148734710838	0.21	1.005
2941	2960	UNC477390	JAX00247590	20	38448656	38574096	chr1	0.809637482308286	0.205	1.005
2961	2980	JAX00002653	JAX00247624	20	38574132	38727305	chr1	0.718225662291944	0.215	1.005
2981	3000	JAX00247627	JAX00247693	20	38728044	38897303	chr1	0.706090811495501	0.22	1.005
3001	3020	JAX00247694	JAX00247743	20	38897379	39014248	chr1	0.724292759340925	0.225	1.005
3021	3040	JAX00247747	JAX00247809	20	39025971	39158797	chr1	0.727153056935407	0.2	1.005
3041	3060	JAX00247810	JAX00002705	20	39158968	39253760	chr1	0.741610644342034	0.21	1.005
3061	3080	JAX00247841	JAX00247885	20	39256990	39358523	chr1	0.811277327525148	0.185	1.005
3081	3100	JAX00247887	JAX00247934	20	39361798	39562995	chr1	1.03226922940072	0.14	1.005
3101	3120	JAX00247950	JAX00002743	20	39609857	39771752	chr1	1.00466565446568	0.13	1.005
3121	3140	JAX00247989	JAX00248043	20	39785840	39968612	chr1	1.02203386763287	0.12	1.005
3141	3160	JAX00248046	JAX00248086	20	39970561	40041888	chr1	1.02485081366673	0.1	1.005
3161	3180	JAX00248087	JAX00248130	20	40047425	40147127	chr1	1.12597344037828	0.085	1.005
3181	3200	JAX00248135	UNC505877	20	40151868	40243208	chr1	1.03832136302382	0.09	1.005
3201	3220	UNC506099	UNC507882	20	40260652	40381054	chr1	1.00920183069477	0.09	1.005
3221	3240	JAX00248203	UNC509809	20	40383296	40515533	chr1	1.0144543691863	0.095	1.005
3241	3260	JAX00248254	JAX00191431	20	40520266	40598345	chr1	1.01587063493583	0.105	1.005
3261	3280	UNC511312	JAX00248308	20	40606794	40760210	chr1	0.88201416055604	0.17	1.005
3281	3300	JAX00248311	JAX00248338	20	40770555	40898765	chr1	0.556844223688827	0.315	1.005
3301	3320	UNC516206	JAX00248375	20	40913405	41051883	chr1	0.342269286573759	0.505	1.005
3321	3340	JAX00248376	UNC521141	20	41063214	41212779	chr1	0.318789908708956	0.565	1.005
3341	3360	JAX00248403	JAX00002859	20	41228061	41346976	chr1	0.300178601059922	0.57	1.005
3361	3380	JAX00248421	JAX00248455	20	41347207	41547584	chr1	0.282198125302678	0.6	1.005
3381	3400	UNC525955	UNC528903	20	41548410	41759137	chr1	0.361261730649308	0.48	1.005
3401	3420	JAX00248499	UNC531436	20	41762931	41937573	chr1	0.59976630549735	0.285	1.005
3421	3440	JAX00002906	JAX00248573	20	41939362	42089211	chr1	0.605053007128803	0.28	1.005
3441	3460	JAX00002917	JAX00248608	20	42101007	42208884	chr1	0.609051314810286	0.28	1.005
3461	3480	UNC534913	JAX00248648	20	42213016	42344217	chr1	0.55853680804921	0.3	1.005
3481	3500	JAX00248649	JAX00248682	20	42345485	42454337	chr1	0.541591246759487	0.3	1.005
3501	3520	JAX00248683	JAX00248708	20	42455034	42524408	chr1	0.541473253458192	0.29	1.005
3521	3540	JAX00248709	UNC540376	20	42524866	42589977	chr1	0.53149673395713	0.3	1.005
3541	3560	JAX00248739	JAX00248774	20	42595382	42725134	chr1	0.527534191875425	0.315	1.005
3561	3580	UNC542228	JAX00002976	20	42734067	42885851	chr1	0.537799852525103	0.295	1.005
3581	3600	UNC544289	JAX00248845	20	42888308	43104453	chr1	0.547485406441188	0.29	1.005
3601	3620	JAX00248847	JAX00248890	20	43104849	43231237	chr1	0.571480007560066	0.305	1.005
3621	3640	JAX00248892	JAX00248931	20	43235709	43356461	chr1	0.424833319006109	0.4	1.005
3641	3660	UNC551425	JAX00003026	20	43356856	43532287	chr1	0.289352468243953	0.525	1.005
3661	3680	JAX00248974	JAX00248999	20	43533090	43637287	chr1	0.288043544324654	0.54	1.005
3681	3700	JAX00191503	JAX00249030	20	43637537	43803125	chr1	0.228025127525155	0.615	1.005
3701	3720	JAX00249032	JAX00249075	20	43805664	43944320	chr1	0.216535003638375	0.63	1.005
3721	3740	JAX00249078	JAX00249129	20	43972191	44198371	chr1	0.253121678308159	0.575	1.005
3741	3760	JAX00249132	JAX00249198	20	44199078	44494273	chr1	0.295303033730945	0.515	1.005
3761	3780	JAX00003096	JAX00249258	20	44494304	44773444	chr1	0.328722174843715	0.495	1.005
3781	3800	JAX00003119	JAX00249311	20	44790378	45131665	chr1	0.258771370743373	0.58	1.005
3801	3820	JAX00003146	JAX00249353	20	45132465	45443542	chr1	0.252115256542424	0.575	1.005
3821	3840	JAX00003170	JAX00249395	20	45452838	45634814	chr1	0.254801660582503	0.57	1.005
3841	3860	JAX00249407	JAX00249451	20	45654482	45823058	chr1	0.323810383476122	0.51	1.005
3861	3880	UNC587430	JAX00249514	20	45826741	46047106	chr1	0.334600719998269	0.485	1.005
3881	3900	JAX00249515	JAX00249568	20	46047648	46293847	chr1	0.343525910599705	0.49	1.005
3901	3920	JAX00249577	JAX00249654	20	46400951	46793985	chr1	0.34591058726818	0.48	1.005
3921	3940	JAX00003270	JAX00249700	20	46794109	46932264	chr1	0.320563033064222	0.52	1.005
3941	3960	JAX00249706	JAX00249750	20	46941482	47159494	chr1	0.275735513376847	0.55	1.005
3961	3980	UNC600255	UNC604430	20	47159621	47538062	chr1	0.299121136791506	0.525	1.005
3981	4000	JAX00003327	JAX00249864	20	47570342	47790418	chr1	0.368951200090377	0.44	1.005
4001	4020	UNC010715287	JAX00003375	20	47791233	48199497	chr1	0.264841632735913	0.555	1.005
4021	4040	UNC612760	JAX00003403	20	48215087	48572882	chr1	0.221719450980087	0.605	1.005
4041	4060	JAX00003405	JAX00250030	20	48599813	49079852	chr1	0.145716496840472	0.75	1.005
4061	4080	JAX00003441	JAX00003475	20	49091078	49537498	chr1	0.148042616133061	0.75	1.005
4081	4100	JAX00250074	JAX00250111	20	49539906	49892767	chr1	0.140730100738345	0.75	1.005
4101	4120	JAX00250113	JAX00003529	20	49926993	50292237	chr1	0.128343558436045	0.76	1.005
4121	4140	JAX00250174	UNC643528	20	50295786	50586920	chr1	0.132316196766811	0.765	1.005
4141	4160	JAX00003553	JAX00003577	20	50594847	50939202	chr1	0.138426861133303	0.76	1.005
4161	4180	JAX00003578	JAX00250311	20	50939267	51151906	chr1	0.147278876317149	0.735	1.005
4181	4200	JAX00250312	UNC653383	20	51154298	51299180	chr1	0.101619696135596	0.84	1.005
4201	4220	JAX00250369	JAX00250405	20	51315462	51464485	chr1	0.115468692082689	0.8	1.005
4221	4240	JAX00250406	JAX00250435	20	51464578	51590600	chr1	0.115618983295558	0.81	1.005
4241	4260	JAX00250437	UNC658850	20	51595982	51714316	chr1	0.166175398158599	0.725	1.005
4261	4280	JAX00003639	JAX00003646	20	51726997	51849214	chr1	0.327784891499804	0.465	1.005
4281	4300	JAX00250534	JAX00003654	20	51852461	51947557	chr1	0.387545792228222	0.44	1.005
4301	4320	JAX00250573	JAX00250618	20	51952563	52068374	chr1	0.514230935563102	0.355	1.005
4321	4340	JAX00250624	UNC667141	20	52076008	52184251	chr1	0.520569960033066	0.35	1.005
4341	4360	JAX00250656	JAX00250699	20	52189564	52327247	chr1	0.529184024340759	0.34	1.005
4361	4380	JAX00250701	JAX00250742	20	52328602	52481775	chr1	0.535550438577064	0.34	1.005
4381	4400	JAX00250743	UNC672230	20	52484176	52585228	chr1	0.544793827986587	0.33	1.005
4401	4420	JAX00250780	JAX00191698	20	52593892	52716799	chr1	0.52955580731722	0.34	1.005
4421	4440	UNC674249	JAX00250881	20	52717897	52965832	chr1	0.518246028792549	0.35	1.005
4441	4460	UNC677810	JAX00250912	20	52967901	53068244	chr1	0.460143673311053	0.385	1.005
4461	4480	JAX00003739	UNC681990	20	53091392	53356247	chr1	0.43688321020959	0.39	1.005
4481	4500	JAX00250964	JAX00251051	20	53356970	53813227	chr1	0.45139179738767	0.385	1.005
4501	4520	JAX00251055	JAX00251091	20	53845960	53961323	chr1	0.564228878144957	0.295	1.005
4521	4540	JAX00251092	UNC691648	20	53961472	54255170	chr1	0.573504434562024	0.305	1.005
4541	4560	JAX00003829	UNC694544	20	54274523	54504118	chr1	0.558098973551536	0.32	1.005
4561	4580	JAX00251173	JAX00003863	20	54505399	54724859	chr1	0.54238998486174	0.33	1.005
4581	4600	JAX00251226	JAX00191741	20	54725363	54826491	chr1	0.530099228223408	0.33	1.005
4601	4620	JAX00003873	JAX00251318	20	54850326	54934829	chr1	0.604095321365818	0.3	1.005
4621	4640	JAX00251320	JAX00251389	20	54955500	55279216	chr1	0.640040603211635	0.275	1.005
4641	4660	UNC705778	JAX00003921	20	55299497	55511621	chr1	0.638339722169748	0.275	1.005
4661	4680	UNC707616	JAX00251488	20	55517416	55709875	chr1	0.648316840791994	0.265	1.005
4681	4700	JAX00251489	UNC712273	20	55710796	55822831	chr1	0.690504975335741	0.25	1.005
4701	4720	JAX00003947	JAX00251594	20	55860075	55996468	chr1	0.69106270641436	0.25	1.005
4721	4740	JAX00251596	JAX00003975	20	55997684	56225427	chr1	0.691872401514718	0.25	1.005
4741	4760	JAX00251650	JAX00003990	20	56242871	56417978	chr1	0.71365335042777	0.24	1.005
4761	4780	UNC010729195	JAX00251752	20	56428647	56606748	chr1	0.7307878581246	0.22	1.005
4781	4800	JAX00251753	JAX00004018	20	56615257	56793551	chr1	0.730483652851198	0.22	1.005
4801	4820	JAX00251797	JAX00251852	20	56800843	56999465	chr1	0.749716343096624	0.215	1.005
4821	4840	backupUNC012316368	JAX00251888	20	57001168	57185299	chr1	0.737289252924	0.23	1.005
4841	4860	JAX00251890	UNC010731340	20	57186046	57415420	chr1	0.738783127582303	0.235	1.005
4861	4880	JAX00191800	JAX00251979	20	57418523	57615336	chr1	0.847701151403417	0.205	1.005
4881	4900	JAX00004078	UNC733960	20	57615846	57735724	chr1	0.850996378016597	0.205	1.005
4901	4920	JAX00004092	JAX00252051	20	57774166	57974992	chr1	0.802864020048984	0.21	1.005
4921	4940	JAX00252053	JAX00252097	20	57977395	58227689	chr1	0.800125243409396	0.225	1.005
4941	4960	JAX00252101	JAX00004131	20	58236518	58297315	chr1	0.798945188496629	0.225	1.005
4961	4980	JAX00191815	JAX00004145	20	58324446	58506215	chr1	0.783647447809055	0.23	1.005
4981	5000	JAX00252169	JAX00252196	20	58506542	58673708	chr1	0.755867349644779	0.245	1.005
5001	5020	UNC746854	JAX00252247	20	58784987	59044207	chr1	0.652732939575908	0.28	1.005
5021	5040	JAX00004189	JAX00004202	20	59078431	59240364	chr1	0.542274631048696	0.35	1.005
5041	5060	UNC751654	JAX00191840	20	59245541	59401604	chr1	0.512637033355164	0.37	1.005
5061	5080	JAX00004214	JAX00252404	20	59414487	59496154	chr1	0.517341275744349	0.36	1.005
5081	5100	JAX00252405	JAX00004241	20	59501093	59780022	chr1	0.636290858901256	0.285	1.005
5101	5120	JAX00252465	JAX00252497	20	59805686	60024065	chr1	0.735050056467083	0.255	1.005
5121	5140	B6_rs3659238	JAX00252519	20	60046978	60241011	chr1	0.85947106642316	0.22	1.005
5141	5160	JAX00252521	JAX00004292	20	60256635	60441421	chr1	0.889566783719061	0.205	1.005
5161	5180	backupJAX00004293	JAX00252601	20	60441494	60673461	chr1	0.893796913800754	0.205	1.005
5181	5200	JAX00004309	JAX00252642	20	60673824	60916315	chr1	0.875695884190629	0.21	1.005
5201	5220	UNC771487	JAX00252702	20	60936977	61165787	chr1	0.849798854098496	0.21	1.005
5221	5240	UNC774504	JAX00004360	20	61184345	61368274	chr1	0.774782169970804	0.235	1.005
5241	5260	UNC776673	JAX00252791	20	61373519	61606448	chr1	0.708459007627413	0.265	1.005
5261	5280	JAX00004378	JAX00252821	20	61609576	61788884	chr1	0.582025630649617	0.295	1.005
5281	5300	JAX00252822	JAX00004414	20	61790117	62091075	chr1	0.375364911139243	0.4	1.005
5301	5320	JAX00252865	UNC787219	20	62112614	62377587	chr1	0.362683413992257	0.415	1.005
5321	5340	backupUNC010739171	JAX00252933	20	62387583	62660493	chr1	0.470128286057475	0.32	1.005
5341	5360	JAX00004458	JAX00004467	20	62661425	62772488	chr1	0.372204349576901	0.41	1.005
5361	5380	JAX00252953	UNC793417	20	62788218	62964123	chr1	0.573397811070364	0.275	1.005
5381	5400	UNC793779	JAX00004502	20	62993822	63253832	chr1	0.648714712180113	0.24	1.005
5401	5420	JAX00253027	JAX00004520	20	63284903	63499605	chr1	0.685151429981976	0.215	1.005
5421	5440	UNC010104462	JAX00191937	20	63505054	63750621	chr1	0.670001704251053	0.21	1.005
5441	5460	UNC801098	UNC010486741	20	63774007	64043833	chr1	0.662425492059109	0.22	1.005
5461	5480	JAX00253171	JAX00253207	20	64046058	64158503	chr1	0.607829025430689	0.27	1.005
5481	5500	JAX00253211	JAX00253241	20	64183849	64320423	chr1	0.632629028055594	0.245	1.005
5501	5520	JAX00004582	UNC809041	20	64334183	64515184	chr1	0.678247722218995	0.225	1.005
5521	5540	JAX00004599	JAX00253315	20	64550813	64699289	chr1	0.733599896184257	0.185	1.005
5541	5560	UNC010106429	JAX00253348	20	64704407	64924557	chr1	0.766888821797899	0.175	1.005
5561	5580	UNC813782	JAX00253405	20	64926042	65186023	chr1	0.730563335938685	0.19	1.005
5581	5600	UNC817280	JAX00253461	20	65191919	65332226	chr1	0.687206183758228	0.215	1.005
5601	5620	JAX00004659	UNC822740	20	65334144	65637894	chr1	0.666585888188575	0.225	1.005
