from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
1761	1780	JAX00001646	JAX00191084	20	25133724	25360787	chr1	3.03105316713129	0	1
1781	1800	JAX00244799	JAX00244845	20	25360850	25501465	chr1	3.02907161415197	0	1
1801	1820	JAX00244848	JAX00001692	20	25508556	25754788	chr1	3.00088711351897	0	1
1821	1840	UNC311195	JAX00188692	20	25757843	25997237	chr1	2.37263274470474	0	2
1841	1860	UNC315252	JAX00245023	20	25997697	26170765	chr1	2.37761932732861	0	2
1861	1880	JAX00001724	JAX00245052	20	26171240	26420298	chr1	2.55603895981765	0	2
1881	1900	JAX00001743	JAX00245090	20	26435495	26690674	chr1	2.52461815797645	0	2
1901	1920	JAX00245093	JAX00245137	20	26692385	26908686	chr1	2.58464656550343	0	2
1921	1940	JAX00001781	JAX00245186	20	26937623	27403088	chr1	2.61803321599923	0	2
1941	1960	UNC337071	UNC340151	20	27421620	27730678	chr1	2.59854595510676	0	2
1961	1980	JAX00001840	JAX00245257	20	27739870	28023650	chr1	2.59877336922019	0	2
1981	2000	JAX00245264	JAX00001905	20	28047832	28616227	chr1	2.53507576068862	0	2
2001	2020	JAX00001906	JAX00001932	20	28616775	28958204	chr1	2.59135533371761	0	2
2021	2040	JAX00001933	JAX00245405	20	28961078	29342614	chr1	2.55215436064677	0	2
2041	2060	JAX00001962	JAX00001993	20	29354689	29771557	chr1	2.55589303407729	0	2
2061	2080	JAX00245460	JAX00245507	20	29808891	30134369	chr1	2.58197934915242	0	2
2081	2100	JAX00002024	UNC369354	20	30183383	30480686	chr1	2.60656688391842	0	2
2101	2120	JAX00002048	UNC372374	20	30487284	30815119	chr1	2.59160036866778	0	2
2121	2140	JAX00245580	JAX00191216	20	30816013	31043591	chr1	2.4195674358415	0	2
2141	2160	JAX00245613	JAX00245656	20	31054582	31179916	chr1	2.38932217741131	0	2
2161	2180	JAX00245662	UNC379621	20	31191703	31507899	chr1	2.44381899208093	0	2
2181	2200	JAX00002126	UNC382234	20	31533135	31785145	chr1	2.47631534056971	0	2
2201	2220	JAX00002145	JAX00002174	20	31812815	32182924	chr1	2.37305540851275	0	2
2221	2240	JAX00245759	JAX00002190	20	32184323	32400679	chr1	2.38181490261386	0	2
2241	2260	JAX00245800	JAX00002212	20	32401169	32687559	chr1	2.41170582131627	0	2
2261	2280	JAX00245853	JAX00245900	20	32690758	32888822	chr1	2.4053374331	0	2
2281	2300	JAX00002227	JAX00245967	20	32894034	33114127	chr1	2.43407467510197	0	2
2301	2320	JAX00245968	JAX00191270	20	33114651	33438664	chr1	2.40566432241552	0	2
2321	2340	UNC402209	JAX00246101	20	33449127	33634142	chr1	2.42852055299959	0	2
2341	2360	UNC405147	JAX00246130	20	33635103	33796877	chr1	2.47872243903193	0	2
2361	2380	JAX00246131	JAX00246154	20	33796991	33928037	chr1	2.59429114075361	0	2
2381	2400	JAX00246156	UNC411848	20	33928244	34023753	chr1	2.59618780960461	0	2
2401	2420	JAX00246197	JAX00246235	20	34024549	34171396	chr1	2.58281293089517	0	2
2421	2440	UNC010442447	JAX00246283	20	34175860	34280536	chr1	2.54952371658548	0	2
2441	2460	UNC416870	backupUNC010066723	20	34282653	34470337	chr1	2.55791368528932	0	2
2461	2480	UNC420525	JAX00246371	20	34485225	34628608	chr1	2.57565980237719	0	2
2481	2500	JAX00246377	JAX00246447	20	34631803	34837777	chr1	2.57187190283593	0	2
2501	2520	JAX00246451	JAX00002382	20	34843964	34955879	chr1	2.59472547385547	0	2
2521	2540	JAX00191306	JAX00246533	20	34994936	35082450	chr1	2.57555931960721	0	2
2541	2560	JAX00002392	JAX00246597	20	35088571	35307891	chr1	2.49111896927152	0	2
2561	2580	JAX00002409	UNC438077	20	35336368	35522229	chr1	2.41169665898137	0	2
2581	2600	JAX00246653	JAX00191323	20	35530512	35671399	chr1	2.2163695845229	0	2
2601	2620	JAX00246694	JAX00246726	20	35671927	35785031	chr1	2.215792790229	0	2
2621	2640	JAX00246728	JAX00246786	20	35801059	35951468	chr1	2.21424140449497	0	2
2641	2660	UNC444874	JAX00246818	20	35958094	36024942	chr1	2.21338472554929	0	2
2661	2680	JAX00246826	JAX00246874	20	36056784	36150503	chr1	2.21222411704629	0	2
2681	2700	JAX00246883	JAX00246944	20	36174383	36283703	chr1	2.21100013488309	0	2
2701	2720	JAX00246949	JAX00002492	20	36286529	36413149	chr1	2.20980587019207	0	2
2721	2740	JAX00246997	UNC455417	20	36417246	36647586	chr1	2.20742728886145	0	2
2741	2760	JAX00002508	JAX00247109	20	36652368	36810625	chr1	2.20002193365886	0	2
2761	2780	JAX00247110	JAX00247157	20	36811477	36956303	chr1	2.17677494577282	0	2
2781	2800	JAX00247158	UNC010549141	20	36958242	37112093	chr1	2.18268401103924	0	2
2801	2820	JAX00247223	backupUNC011221975	20	37121793	37250990	chr1	2.16550958594993	0	2
2821	2840	JAX00247266	JAX00247306	20	37269751	37425825	chr1	2.50079446606034	0	2
2841	2860	JAX00002568	JAX00247377	20	37446591	37622959	chr1	2.48942250277036	0	2
2861	2880	JAX00247379	JAX00002600	20	37631859	37861899	chr1	2.57639935726836	0	2
2881	2900	UNC471090	UNC472864	20	37876846	38063892	chr1	2.73019952628088	0	2
2901	2920	JAX00247464	UNC474803	20	38094347	38274756	chr1	2.78141108170799	0	2
2921	2940	JAX00247489	JAX00247542	20	38291662	38444318	chr1	2.73795076150437	0	2
2941	2960	UNC477390	JAX00247590	20	38448656	38574096	chr1	2.7243414072436	0	2
2961	2980	JAX00002653	JAX00247624	20	38574132	38727305	chr1	2.54813272842098	0	2
2981	3000	JAX00247627	JAX00247693	20	38728044	38897303	chr1	2.51830790346333	0	2
3001	3020	JAX00247694	JAX00247743	20	38897379	39014248	chr1	2.59507068674879	0	2
3021	3040	JAX00247747	JAX00247809	20	39025971	39158797	chr1	2.3348829028757	0	2
3041	3060	JAX00247810	JAX00002705	20	39158968	39253760	chr1	2.26242909356405	0	2
3061	3080	JAX00247841	JAX00247885	20	39256990	39358523	chr1	2.16318086024688	0	2
3081	3100	JAX00247887	JAX00247934	20	39361798	39562995	chr1	1.84212656055883	0	2
3101	3120	JAX00247950	JAX00002743	20	39609857	39771752	chr1	1.95440507622441	0	2
3121	3140	JAX00247989	JAX00248043	20	39785840	39968612	chr1	1.75505125922251	0	2
3141	3160	JAX00248046	JAX00248086	20	39970561	40041888	chr1	1.91075218872396	0	2
3161	3180	JAX00248087	JAX00248130	20	40047425	40147127	chr1	2.30686245536294	0	2
3181	3200	JAX00248135	UNC505877	20	40151868	40243208	chr1	1.94777388867002	0	2
3201	3220	UNC506099	UNC507882	20	40260652	40381054	chr1	1.83148977924418	0	2
3221	3240	JAX00248203	UNC509809	20	40383296	40515533	chr1	1.79289947155068	0	2
3241	3260	JAX00248254	JAX00191431	20	40520266	40598345	chr1	1.78223948165835	0	2
3261	3280	UNC511312	JAX00248308	20	40606794	40760210	chr1	2.06043498095336	0	2
3281	3300	JAX00248311	JAX00248338	20	40770555	40898765	chr1	1.96218502645071	0	2
3301	3320	UNC516206	JAX00248375	20	40913405	41051883	chr1	1.60523945456452	0	2
3321	3340	JAX00248376	UNC521141	20	41063214	41212779	chr1	1.58837793714655	0	2
3341	3360	JAX00248403	JAX00002859	20	41228061	41346976	chr1	1.57547338827445	0	2
3361	3380	JAX00248421	JAX00248455	20	41347207	41547584	chr1	1.56626832833551	0	2
3381	3400	UNC525955	UNC528903	20	41548410	41759137	chr1	1.62585819729597	0	2
3401	3420	JAX00248499	UNC531436	20	41762931	41937573	chr1	1.75941306859688	0	2
3421	3440	JAX00002906	JAX00248573	20	41939362	42089211	chr1	1.76540395888191	0	2
3441	3460	JAX00002917	JAX00248608	20	42101007	42208884	chr1	1.77362656235675	0	2
3461	3480	UNC534913	JAX00248648	20	42213016	42344217	chr1	1.69781602313857	0	2
3481	3500	JAX00248649	JAX00248682	20	42345485	42454337	chr1	1.64977473356011	0	2
3501	3520	JAX00248683	JAX00248708	20	42455034	42524408	chr1	1.63322041418873	0	2
3521	3540	JAX00248709	UNC540376	20	42524866	42589977	chr1	1.58311466779751	0	2
3541	3560	JAX00248739	JAX00248774	20	42595382	42725134	chr1	1.51009973816414	0	2
3561	3580	UNC542228	JAX00002976	20	42734067	42885851	chr1	1.37216133934469	0	2
3581	3600	UNC544289	JAX00248845	20	42888308	43104453	chr1	1.14016409224891	0	2
3601	3620	JAX00248847	JAX00248890	20	43104849	43231237	chr1	1.2286495198413	0	2
3621	3640	JAX00248892	JAX00248931	20	43235709	43356461	chr1	1.27155218112533	0	2
3641	3660	UNC551425	JAX00003026	20	43356856	43532287	chr1	1.0894191529125	0	2
3661	3680	JAX00248974	JAX00248999	20	43533090	43637287	chr1	1.04922490821893	0	2
3681	3700	JAX00191503	JAX00249030	20	43637537	43803125	chr1	1.02060458313572	0	2
3701	3720	JAX00249032	JAX00249075	20	43805664	43944320	chr1	1.01535576629827	0	2
3721	3740	JAX00249078	JAX00249129	20	43972191	44198371	chr1	1.32986918303808	0	2
3741	3760	JAX00249132	JAX00249198	20	44199078	44494273	chr1	1.24106042508984	0	2
3761	3780	JAX00003096	JAX00249258	20	44494304	44773444	chr1	1.09694858386199	0	2
3781	3800	JAX00003119	JAX00249311	20	44790378	45131665	chr1	0.737185492345535	0	2
3801	3820	JAX00003146	JAX00249353	20	45132465	45443542	chr1	0.440339892356273	1	2
3821	3840	JAX00003170	JAX00249395	20	45452838	45634814	chr1	0.409832938698525	1	2
3841	3860	JAX00249407	JAX00249451	20	45654482	45823058	chr1	0.285619109846933	1	2
3861	3880	UNC587430	JAX00249514	20	45826741	46047106	chr1	0.274845292860814	1	2
3881	3900	JAX00249515	JAX00249568	20	46047648	46293847	chr1	0.265780910531162	1	2
3901	3920	JAX00249577	JAX00249654	20	46400951	46793985	chr1	0.269164822632227	1	2
3921	3940	JAX00003270	JAX00249700	20	46794109	46932264	chr1	0.318265030518688	1	2
3941	3960	JAX00249706	JAX00249750	20	46941482	47159494	chr1	0.295988010967025	1	2
3961	3980	UNC600255	UNC604430	20	47159621	47538062	chr1	0.624498383826082	0	2
3981	4000	JAX00003327	JAX00249864	20	47570342	47790418	chr1	0.973625576886897	0	2
4001	4020	UNC010715287	JAX00003375	20	47791233	48199497	chr1	0.779058831655496	0	2
4021	4040	UNC612760	JAX00003403	20	48215087	48572882	chr1	0.752179122398278	0	2
4041	4060	JAX00003405	JAX00250030	20	48599813	49079852	chr1	1.0260754791342	0	2
4061	4080	JAX00003441	JAX00003475	20	49091078	49537498	chr1	1.03821136341294	0	2
4081	4100	JAX00250074	JAX00250111	20	49539906	49892767	chr1	1.07556305412711	0	2
4101	4120	JAX00250113	JAX00003529	20	49926993	50292237	chr1	1.00389857882372	0	2
4121	4140	JAX00250174	UNC643528	20	50295786	50586920	chr1	1.0025339645811	0	2
4141	4160	JAX00003553	JAX00003577	20	50594847	50939202	chr1	1.20687684105146	0	2
4161	4180	JAX00003578	JAX00250311	20	50939267	51151906	chr1	1.7528868231144	0	2
4181	4200	JAX00250312	UNC653383	20	51154298	51299180	chr1	1.86906278190229	0	2
4201	4220	JAX00250369	JAX00250405	20	51315462	51464485	chr1	1.83471984875479	0	2
4221	4240	JAX00250406	JAX00250435	20	51464578	51590600	chr1	1.83989865896949	0	2
4241	4260	JAX00250437	UNC658850	20	51595982	51714316	chr1	1.31739671952831	0	2
4261	4280	JAX00003639	JAX00003646	20	51726997	51849214	chr1	0.882958047452395	0	2
4281	4300	JAX00250534	JAX00003654	20	51852461	51947557	chr1	0.722898762741192	0	2
4301	4320	JAX00250573	JAX00250618	20	51952563	52068374	chr1	0.565548151154066	0	2
4321	4340	JAX00250624	UNC667141	20	52076008	52184251	chr1	0.554283642762431	0	2
4341	4360	JAX00250656	JAX00250699	20	52189564	52327247	chr1	0.537614537972082	0	2
4361	4380	JAX00250701	JAX00250742	20	52328602	52481775	chr1	0.524761355388331	0	2
4381	4400	JAX00250743	UNC672230	20	52484176	52585228	chr1	0.507692582919951	0	2
4401	4420	JAX00250780	JAX00191698	20	52593892	52716799	chr1	0.250663061452955	1	2
4421	4440	UNC674249	JAX00250881	20	52717897	52965832	chr1	0.191714948827702	1	2
4441	4460	UNC677810	JAX00250912	20	52967901	53068244	chr1	0.221621905094022	1	2
4461	4480	JAX00003739	UNC681990	20	53091392	53356247	chr1	0.236912654934383	1	2
4481	4500	JAX00250964	JAX00251051	20	53356970	53813227	chr1	0.247522159857987	1	2
4501	4520	JAX00251055	JAX00251091	20	53845960	53961323	chr1	0.26023747979915	1	2
4521	4540	JAX00251092	UNC691648	20	53961472	54255170	chr1	0.18106080430972	1	2
4541	4560	JAX00003829	UNC694544	20	54274523	54504118	chr1	0.168814978281813	1	2
4561	4580	JAX00251173	JAX00003863	20	54505399	54724859	chr1	0.173193452567424	1	2
4581	4600	JAX00251226	JAX00191741	20	54725363	54826491	chr1	0.176449011687012	1	2
4601	4620	JAX00003873	JAX00251318	20	54850326	54934829	chr1	0.171801153381023	2	2
4621	4640	JAX00251320	JAX00251389	20	54955500	55279216	chr1	0.159923508762874	2	2
4641	4660	UNC705778	JAX00003921	20	55299497	55511621	chr1	0.160420996904136	2	2
4661	4680	UNC707616	JAX00251488	20	55517416	55709875	chr1	0.154855266711172	2	2
4681	4700	JAX00251489	UNC712273	20	55710796	55822831	chr1	0.138313570476767	2	2
4701	4720	JAX00003947	JAX00251594	20	55860075	55996468	chr1	0.138304993934938	2	2
4721	4740	JAX00251596	JAX00003975	20	55997684	56225427	chr1	0.138282289617605	2	2
4741	4760	JAX00251650	JAX00003990	20	56242871	56417978	chr1	0.134231469516418	2	2
4761	4780	UNC010729195	JAX00251752	20	56428647	56606748	chr1	0.135796915240023	2	2
4781	4800	JAX00251753	JAX00004018	20	56615257	56793551	chr1	0.135836717312731	2	2
4801	4820	JAX00251797	JAX00251852	20	56800843	56999465	chr1	0.0986155777088463	2	2
4821	4840	backupUNC012316368	JAX00251888	20	57001168	57185299	chr1	0.109715054130504	1	2
4841	4860	JAX00251890	UNC010731340	20	57186046	57415420	chr1	0.109706800902511	1	2
4861	4880	JAX00191800	JAX00251979	20	57418523	57615336	chr1	0.116518350729888	1	2
4881	4900	JAX00004078	UNC733960	20	57615846	57735724	chr1	0.141565154460301	1	2
4901	4920	JAX00004092	JAX00252051	20	57774166	57974992	chr1	0.148632546470104	1	2
4921	4940	JAX00252053	JAX00252097	20	57977395	58227689	chr1	0.141414838796492	1	2
4941	4960	JAX00252101	JAX00004131	20	58236518	58297315	chr1	0.141521632781611	1	2
4961	4980	JAX00191815	JAX00004145	20	58324446	58506215	chr1	0.143383378300605	1	2
4981	5000	JAX00252169	JAX00252196	20	58506542	58673708	chr1	0.14407897840175	1	2
5001	5020	UNC746854	JAX00252247	20	58784987	59044207	chr1	0.137048281191401	1	2
5021	5040	JAX00004189	JAX00004202	20	59078431	59240364	chr1	0.130369040729948	1	2
5041	5060	UNC751654	JAX00191840	20	59245541	59401604	chr1	0.129573924969304	1	2
5061	5080	JAX00004214	JAX00252404	20	59414487	59496154	chr1	0.130336445748636	1	2
5081	5100	JAX00252405	JAX00004241	20	59501093	59780022	chr1	0.14698400823898	1	2
5101	5120	JAX00252465	JAX00252497	20	59805686	60024065	chr1	0.181147640338879	1	2
5121	5140	B6_rs3659238	JAX00252519	20	60046978	60241011	chr1	0.295452456815309	1	2
5141	5160	JAX00252521	JAX00004292	20	60256635	60441421	chr1	0.353576648775576	1	2
5161	5180	backupJAX00004293	JAX00252601	20	60441494	60673461	chr1	0.322442861516416	1	2
5181	5200	JAX00004309	JAX00252642	20	60673824	60916315	chr1	0.2963321002842	1	2
5201	5220	UNC771487	JAX00252702	20	60936977	61165787	chr1	0.265432677924243	1	2
5221	5240	UNC774504	JAX00004360	20	61184345	61368274	chr1	0.195767359976091	1	2
5241	5260	UNC776673	JAX00252791	20	61373519	61606448	chr1	0.148518658426334	1	2
5261	5280	JAX00004378	JAX00252821	20	61609576	61788884	chr1	0.128872410867025	1	2
5281	5300	JAX00252822	JAX00004414	20	61790117	62091075	chr1	0.101417029727702	1	2
5301	5320	JAX00252865	UNC787219	20	62112614	62377587	chr1	0.0986385202454814	1	2
5321	5340	backupUNC010739171	JAX00252933	20	62387583	62660493	chr1	0.10332556415968	1	2
5341	5360	JAX00004458	JAX00004467	20	62661425	62772488	chr1	0.0961266453289777	1	2
5361	5380	JAX00252953	UNC793417	20	62788218	62964123	chr1	0.106513603712832	1	2
5381	5400	UNC793779	JAX00004502	20	62993822	63253832	chr1	0.112540955308088	1	2
5401	5420	JAX00253027	JAX00004520	20	63284903	63499605	chr1	0.102866326000614	1	2
5421	5440	UNC010104462	JAX00191937	20	63505054	63750621	chr1	0.112759727009816	1	2
5441	5460	UNC801098	UNC010486741	20	63774007	64043833	chr1	0.113744011453052	1	2
5461	5480	JAX00253171	JAX00253207	20	64046058	64158503	chr1	0.114358234469296	1	2
5481	5500	JAX00253211	JAX00253241	20	64183849	64320423	chr1	0.123540164868526	1	2
5501	5520	JAX00004582	UNC809041	20	64334183	64515184	chr1	0.147813179604601	1	2
5521	5540	JAX00004599	JAX00253315	20	64550813	64699289	chr1	0.189460480955883	1	2
5541	5560	UNC010106429	JAX00253348	20	64704407	64924557	chr1	0.222378515811048	1	2
5561	5580	UNC813782	JAX00253405	20	64926042	65186023	chr1	0.179533032307386	1	2
5581	5600	UNC817280	JAX00253461	20	65191919	65332226	chr1	0.148477687617602	1	2
5601	5620	JAX00004659	UNC822740	20	65334144	65637894	chr1	0.148697290307063	1	2
5621	5640	JAX00253508	JAX00253537	20	65679605	65947573	chr1	0.149960382443296	1	2
5641	5660	UNC827494	JAX00253574	20	65950222	66176936	chr1	0.144136521491497	1	2
5661	5680	JAX00253576	UNC833920	20	66181125	66402351	chr1	0.12376756312622	1	2
5681	5700	JAX00253612	JAX00253650	20	66402884	66558275	chr1	0.103020914847449	1	2
5701	5720	JAX00004751	UNC838814	20	66573573	66780481	chr1	0.116303019753935	1	2
5721	5740	JAX00253687	JAX00004780	20	66796030	66973093	chr1	0.126203055728326	1	2
5741	5760	UNC842284	JAX00004791	20	66990126	67123786	chr1	0.126608947583879	1	2
5761	5780	UNC844929	JAX00253810	20	67160047	67481037	chr1	0.127221195133737	1	2
5781	5800	JAX00253811	JAX00253847	20	67484882	67710918	chr1	0.127938331943821	1	2
5801	5820	JAX00253848	JAX00253874	20	67711209	67972619	chr1	0.128560347732653	1	2
5821	5840	JAX00004854	JAX00253920	20	67975690	68167465	chr1	0.129098838664567	1	2
5841	5860	JAX00253921	JAX00253945	20	68167580	68346024	chr1	0.129518129615844	1	2
5861	5880	JAX00253950	JAX00004902	20	68386005	68618707	chr1	0.14506683194912	1	2
5881	5900	JAX00253983	JAX00254017	20	68638494	68822445	chr1	0.147705652915346	1	2
5901	5920	JAX00254019	JAX00004933	20	68826711	69026603	chr1	0.149834278378641	1	2
5921	5940	JAX00254064	JAX00004952	20	69032683	69296439	chr1	0.152250752774055	1	2
5941	5960	JAX00004953	JAX00254134	20	69296951	69549186	chr1	0.153470470054204	1	2
5961	5980	JAX00254137	JAX00004988	20	69554675	69764472	chr1	0.153620066733977	1	2
5981	6000	JAX00254181	UNC884363	20	69767857	70088393	chr1	0.151670015154656	1	2
6001	6020	JAX00192012	JAX00005033	20	70106093	70373824	chr1	0.141139988417723	1	2
6021	6040	UNC888180	JAX00192030	20	70374629	70620028	chr1	0.145177561143405	1	2
6041	6060	JAX00254319	UNC894416	20	70638760	70824085	chr1	0.134415302201964	1	2
6061	6080	UNC894537	UNC896379	20	70837533	70987330	chr1	0.145379110800734	1	2
6081	6100	JAX00254367	JAX00254389	20	71002593	71143924	chr1	0.145438267033258	1	2
